year,sex,class,satfin,finalter
2006,female,lower class,more or less satisfied,worse
2006,female,working class,more or less satisfied,stayed same
2006,male,working class,not satisfied at all,better
2006,male,middle class,more or less satisfied,better
2006,female,middle class,more or less satisfied,stayed same
2006,female,middle class,pretty well satisfied,worse
2006,male,working class,more or less satisfied,stayed same
2006,female,working class,not satisfied at all,worse
2006,male,working class,more or less satisfied,better
2006,female,working class,more or less satisfied,stayed same
2006,male,middle class,more or less satisfied,better
2006,male,working class,more or less satisfied,stayed same
2006,female,middle class,pretty well satisfied,better
2006,female,middle class,more or less satisfied,worse
2006,male,working class,more or less satisfied,stayed same
2006,female,working class,pretty well satisfied,better
2006,male,middle class,pretty well satisfied,stayed same
2006,female,middle class,pretty well satisfied,better
2006,male,middle class,more or less satisfied,better
2006,female,working class,not satisfied at all,worse
2006,female,working class,more or less satisfied,worse
2006,female,lower class,not satisfied at all,worse
2006,female,lower class,not satisfied at all,better
2006,male,working class,not satisfied at all,worse
2006,female,middle class,more or less satisfied,better
2006,male,working class,more or less satisfied,stayed same
2006,male,middle class,more or less satisfied,worse
2006,male,middle class,pretty well satisfied,better
2006,female,middle class,more or less satisfied,better
2006,female,middle class,pretty well satisfied,stayed same
2006,female,lower class,more or less satisfied,better
2006,female,lower class,not satisfied at all,stayed same
2006,female,middle class,pretty well satisfied,stayed same
2006,female,working class,more or less satisfied,better
2006,female,lower class,pretty well satisfied,stayed same
2006,female,working class,not satisfied at all,worse
2006,female,working class,not satisfied at all,stayed same
2006,female,working class,pretty well satisfied,better
2006,female,middle class,not satisfied at all,worse
2006,male,middle class,more or less satisfied,better
2006,male,working class,not satisfied at all,better
2006,male,middle class,more or less satisfied,worse
2006,male,working class,not satisfied at all,better
2006,female,working class,not satisfied at all,worse
2006,male,working class,more or less satisfied,better
2006,female,middle class,more or less satisfied,better
2006,female,middle class,pretty well satisfied,stayed same
2006,female,working class,pretty well satisfied,better
2006,male,lower class,pretty well satisfied,stayed same
2006,female,lower class,more or less satisfied,stayed same
2006,female,middle class,not satisfied at all,better
2006,male,working class,not satisfied at all,better
2006,female,working class,more or less satisfied,stayed same
2006,male,working class,not satisfied at all,better
2006,male,working class,pretty well satisfied,better
2006,female,working class,not satisfied at all,stayed same
2006,female,working class,more or less satisfied,worse
2006,male,working class,pretty well satisfied,stayed same
2006,male,working class,not satisfied at all,stayed same
2006,male,working class,more or less satisfied,stayed same
2006,female,working class,not satisfied at all,worse
2006,female,working class,not satisfied at all,stayed same
2006,female,middle class,pretty well satisfied,stayed same
2006,female,middle class,more or less satisfied,better
2006,female,middle class,more or less satisfied,stayed same
2006,female,working class,more or less satisfied,stayed same
2006,female,working class,pretty well satisfied,stayed same
2006,female,working class,not satisfied at all,better
2006,female,working class,not satisfied at all,worse
2006,male,working class,not satisfied at all,stayed same
2006,female,lower class,not satisfied at all,worse
2006,male,working class,not satisfied at all,worse
2006,female,working class,pretty well satisfied,stayed same
2006,male,middle class,pretty well satisfied,better
2006,female,middle class,pretty well satisfied,stayed same
2006,female,middle class,not satisfied at all,worse
2006,male,working class,not satisfied at all,stayed same
2006,female,middle class,more or less satisfied,stayed same
2006,female,working class,not satisfied at all,better
2006,male,middle class,pretty well satisfied,stayed same
2006,female,working class,not satisfied at all,worse
2006,female,middle class,pretty well satisfied,stayed same
2006,male,working class,more or less satisfied,stayed same
2006,female,working class,more or less satisfied,stayed same
2006,male,working class,pretty well satisfied,better
2006,male,middle class,pretty well satisfied,worse
2006,female,middle class,pretty well satisfied,better
2006,female,middle class,more or less satisfied,better
2006,male,working class,more or less satisfied,better
2006,female,working class,pretty well satisfied,better
2006,male,lower class,pretty well satisfied,better
2006,female,working class,not satisfied at all,stayed same
2006,female,middle class,more or less satisfied,better
2006,female,working class,not satisfied at all,stayed same
2006,female,working class,not satisfied at all,stayed same
2006,male,lower class,not satisfied at all,stayed same
2006,male,working class,more or less satisfied,better
2006,female,middle class,pretty well satisfied,stayed same
2006,male,working class,pretty well satisfied,stayed same
2006,male,lower class,pretty well satisfied,stayed same
2006,female,working class,more or less satisfied,stayed same
2006,male,working class,more or less satisfied,stayed same
2006,female,middle class,more or less satisfied,better
2006,male,working class,pretty well satisfied,better
2006,female,middle class,pretty well satisfied,stayed same
2006,female,upper class,pretty well satisfied,stayed same
2006,male,working class,not satisfied at all,worse
2006,female,middle class,pretty well satisfied,stayed same
2006,female,working class,not satisfied at all,stayed same
2006,female,middle class,more or less satisfied,better
2006,male,working class,more or less satisfied,worse
2006,female,middle class,not satisfied at all,worse
2006,male,working class,more or less satisfied,worse
2006,male,upper class,pretty well satisfied,stayed same
2006,female,middle class,pretty well satisfied,better
2006,female,middle class,not satisfied at all,worse
2006,female,working class,pretty well satisfied,stayed same
2006,male,lower class,not satisfied at all,better
2006,female,working class,not satisfied at all,stayed same
2006,female,working class,pretty well satisfied,better
2006,male,middle class,more or less satisfied,better
2006,female,lower class,more or less satisfied,stayed same
2006,male,working class,not satisfied at all,stayed same
2006,male,working class,pretty well satisfied,worse
2006,female,working class,more or less satisfied,worse
2006,male,working class,not satisfied at all,worse
2006,male,working class,pretty well satisfied,stayed same
2006,female,middle class,pretty well satisfied,better
2006,female,middle class,pretty well satisfied,better
2006,female,middle class,more or less satisfied,better
2006,female,middle class,more or less satisfied,stayed same
2006,male,middle class,pretty well satisfied,better
2006,female,middle class,more or less satisfied,better
2006,female,upper class,pretty well satisfied,stayed same
2006,female,middle class,not satisfied at all,worse
2006,male,middle class,pretty well satisfied,better
2006,male,working class,more or less satisfied,worse
2006,male,middle class,pretty well satisfied,stayed same
2006,female,middle class,pretty well satisfied,better
2006,male,lower class,not satisfied at all,worse
2006,female,middle class,more or less satisfied,stayed same
2006,male,middle class,pretty well satisfied,better
2006,female,working class,more or less satisfied,stayed same
2006,male,middle class,pretty well satisfied,better
2006,male,working class,not satisfied at all,better
2006,female,middle class,more or less satisfied,stayed same
2006,female,middle class,more or less satisfied,worse
2006,female,upper class,pretty well satisfied,better
2006,female,working class,more or less satisfied,better
2006,female,working class,more or less satisfied,stayed same
2006,female,middle class,more or less satisfied,better
2006,female,working class,not satisfied at all,worse
2006,female,working class,more or less satisfied,worse
2006,female,working class,not satisfied at all,worse
2006,female,middle class,pretty well satisfied,stayed same
2006,female,middle class,not satisfied at all,worse
2006,male,lower class,more or less satisfied,better
2006,female,working class,not satisfied at all,stayed same
2006,female,middle class,not satisfied at all,worse
2006,female,middle class,more or less satisfied,worse
2006,male,working class,more or less satisfied,better
2006,male,working class,not satisfied at all,better
2006,female,middle class,not satisfied at all,stayed same
2006,male,middle class,more or less satisfied,better
2006,male,working class,pretty well satisfied,stayed same
2006,male,lower class,not satisfied at all,stayed same
2006,female,working class,more or less satisfied,stayed same
2006,female,working class,not satisfied at all,worse
2006,female,working class,more or less satisfied,worse
2006,female,working class,more or less satisfied,worse
2006,female,middle class,more or less satisfied,better
2006,male,middle class,more or less satisfied,better
2006,male,middle class,not satisfied at all,worse
2006,female,lower class,more or less satisfied,stayed same
2006,male,middle class,not satisfied at all,stayed same
2006,female,middle class,more or less satisfied,stayed same
2006,male,working class,not satisfied at all,stayed same
2006,male,working class,pretty well satisfied,stayed same
2006,female,lower class,not satisfied at all,stayed same
2006,male,working class,more or less satisfied,better
2006,male,working class,not satisfied at all,stayed same
2006,female,middle class,more or less satisfied,stayed same
2006,male,working class,not satisfied at all,stayed same
2006,female,working class,more or less satisfied,better
2006,male,middle class,not satisfied at all,stayed same
2006,female,working class,more or less satisfied,better
2006,male,middle class,not satisfied at all,stayed same
2006,female,working class,not satisfied at all,better
2006,male,middle class,more or less satisfied,better
2006,male,working class,pretty well satisfied,better
2006,female,middle class,pretty well satisfied,stayed same
2006,male,lower class,more or less satisfied,stayed same
2006,male,working class,more or less satisfied,stayed same
2006,male,middle class,more or less satisfied,worse
2006,female,working class,pretty well satisfied,better
2006,female,middle class,pretty well satisfied,worse
2006,female,working class,more or less satisfied,better
2006,female,working class,more or less satisfied,stayed same
2006,male,working class,more or less satisfied,stayed same
2006,female,working class,pretty well satisfied,stayed same
2006,male,working class,pretty well satisfied,stayed same
2006,female,middle class,more or less satisfied,better
2006,female,working class,not satisfied at all,better
2006,female,working class,pretty well satisfied,better
2006,female,middle class,more or less satisfied,better
2006,male,lower class,not satisfied at all,better
2006,male,working class,more or less satisfied,stayed same
2006,female,middle class,pretty well satisfied,stayed same
2006,male,middle class,not satisfied at all,worse
2006,male,working class,pretty well satisfied,better
2006,female,working class,pretty well satisfied,better
2006,female,middle class,more or less satisfied,stayed same
2006,female,working class,not satisfied at all,worse
2006,female,working class,not satisfied at all,worse
2006,male,working class,more or less satisfied,better
2006,male,working class,not satisfied at all,stayed same
2006,female,working class,more or less satisfied,stayed same
2006,male,middle class,more or less satisfied,better
2006,male,middle class,more or less satisfied,stayed same
2006,male,working class,more or less satisfied,stayed same
2006,female,working class,not satisfied at all,worse
2006,female,working class,not satisfied at all,stayed same
2006,male,middle class,more or less satisfied,better
2006,female,working class,pretty well satisfied,better
2006,female,working class,more or less satisfied,stayed same
2006,female,middle class,pretty well satisfied,stayed same
2006,female,lower class,not satisfied at all,worse
2006,female,middle class,more or less satisfied,stayed same
2006,female,middle class,more or less satisfied,stayed same
2006,male,upper class,not satisfied at all,stayed same
2006,female,working class,more or less satisfied,better
2006,female,middle class,more or less satisfied,better
2006,male,middle class,not satisfied at all,worse
2006,male,working class,more or less satisfied,stayed same
2006,male,working class,more or less satisfied,stayed same
2006,male,working class,more or less satisfied,better
2006,female,middle class,pretty well satisfied,stayed same
2006,female,middle class,pretty well satisfied,stayed same
2006,male,working class,pretty well satisfied,better
2006,female,working class,not satisfied at all,stayed same
2006,male,lower class,more or less satisfied,stayed same
2006,male,working class,more or less satisfied,better
2006,female,middle class,more or less satisfied,stayed same
2006,male,working class,more or less satisfied,better
2006,female,middle class,pretty well satisfied,better
2006,male,working class,more or less satisfied,worse
2006,female,working class,pretty well satisfied,stayed same
2006,female,working class,more or less satisfied,better
2006,female,working class,pretty well satisfied,worse
2006,female,working class,pretty well satisfied,better
2006,female,upper class,pretty well satisfied,stayed same
2006,female,working class,more or less satisfied,stayed same
2006,female,middle class,more or less satisfied,stayed same
2006,male,working class,more or less satisfied,better
2006,female,middle class,not satisfied at all,better
2006,male,working class,not satisfied at all,stayed same
2006,female,working class,not satisfied at all,better
2006,male,middle class,not satisfied at all,stayed same
2006,male,middle class,pretty well satisfied,stayed same
2006,female,lower class,more or less satisfied,worse
2006,male,middle class,more or less satisfied,stayed same
2006,female,working class,more or less satisfied,better
2006,male,working class,pretty well satisfied,better
2006,male,working class,more or less satisfied,better
2006,female,working class,pretty well satisfied,stayed same
2006,female,working class,not satisfied at all,stayed same
2006,female,working class,pretty well satisfied,better
2006,female,working class,pretty well satisfied,stayed same
2006,male,working class,more or less satisfied,worse
2006,female,working class,not satisfied at all,stayed same
2006,female,working class,more or less satisfied,worse
2006,female,working class,more or less satisfied,worse
2006,female,working class,not satisfied at all,better
2006,female,working class,more or less satisfied,stayed same
2006,female,working class,not satisfied at all,worse
2006,female,working class,more or less satisfied,stayed same
2006,female,working class,more or less satisfied,better
2006,female,working class,not satisfied at all,worse
2006,male,lower class,more or less satisfied,worse
2006,female,working class,more or less satisfied,stayed same
2006,male,lower class,more or less satisfied,better
2006,female,middle class,more or less satisfied,stayed same
2006,male,working class,more or less satisfied,worse
2006,female,middle class,pretty well satisfied,stayed same
2006,female,middle class,not satisfied at all,stayed same
2006,female,middle class,more or less satisfied,stayed same
2006,male,middle class,more or less satisfied,better
2006,female,middle class,more or less satisfied,stayed same
2006,female,upper class,pretty well satisfied,better
2006,female,working class,not satisfied at all,stayed same
2006,female,working class,not satisfied at all,stayed same
2006,female,working class,not satisfied at all,better
2006,male,lower class,not satisfied at all,worse
2006,male,working class,more or less satisfied,better
2006,female,working class,more or less satisfied,stayed same
2006,female,lower class,not satisfied at all,worse
2006,female,working class,pretty well satisfied,better
2006,female,working class,not satisfied at all,stayed same
2006,female,middle class,more or less satisfied,stayed same
2006,male,lower class,not satisfied at all,worse
2006,male,working class,not satisfied at all,stayed same
2006,female,lower class,not satisfied at all,worse
2006,male,working class,more or less satisfied,better
2006,male,working class,pretty well satisfied,better
2006,female,working class,pretty well satisfied,stayed same
2006,male,working class,pretty well satisfied,better
2006,female,working class,not satisfied at all,stayed same
2006,female,working class,not satisfied at all,worse
2006,female,working class,pretty well satisfied,stayed same
2006,female,working class,more or less satisfied,stayed same
2006,male,middle class,pretty well satisfied,better
2006,female,working class,more or less satisfied,better
2006,male,working class,more or less satisfied,stayed same
2006,female,working class,not satisfied at all,worse
2006,male,middle class,more or less satisfied,better
2006,male,middle class,not satisfied at all,worse
2006,female,working class,more or less satisfied,better
2006,female,middle class,more or less satisfied,better
2006,female,working class,pretty well satisfied,stayed same
2006,female,working class,more or less satisfied,better
2006,female,working class,more or less satisfied,stayed same
2006,female,working class,more or less satisfied,better
2006,female,middle class,more or less satisfied,better
2006,female,middle class,more or less satisfied,better
2006,male,working class,more or less satisfied,better
2006,male,working class,not satisfied at all,worse
2006,female,working class,more or less satisfied,stayed same
2006,female,working class,more or less satisfied,better
2006,male,working class,not satisfied at all,better
2006,male,working class,more or less satisfied,worse
2006,female,working class,more or less satisfied,better
2006,female,working class,not satisfied at all,better
2006,male,working class,more or less satisfied,better
2006,male,working class,pretty well satisfied,better
2006,male,middle class,pretty well satisfied,better
2006,female,working class,pretty well satisfied,better
2006,male,middle class,more or less satisfied,stayed same
2006,male,middle class,pretty well satisfied,better
2006,female,middle class,pretty well satisfied,better
2006,male,working class,more or less satisfied,better
2006,female,lower class,not satisfied at all,stayed same
2006,male,middle class,pretty well satisfied,stayed same
2006,female,working class,pretty well satisfied,better
2006,male,working class,pretty well satisfied,better
2006,female,middle class,more or less satisfied,better
2006,male,lower class,not satisfied at all,worse
2006,male,lower class,pretty well satisfied,worse
2006,female,middle class,not satisfied at all,stayed same
2006,male,working class,more or less satisfied,better
2006,female,working class,pretty well satisfied,better
2006,male,working class,pretty well satisfied,better
2006,male,middle class,more or less satisfied,stayed same
2006,female,middle class,more or less satisfied,better
2006,male,middle class,pretty well satisfied,stayed same
2006,male,middle class,pretty well satisfied,better
2006,female,middle class,pretty well satisfied,better
2006,female,lower class,not satisfied at all,stayed same
2006,female,middle class,not satisfied at all,stayed same
2006,male,working class,more or less satisfied,better
2006,female,working class,more or less satisfied,worse
2006,female,working class,more or less satisfied,worse
2006,female,middle class,more or less satisfied,better
2006,female,middle class,more or less satisfied,worse
2006,male,lower class,not satisfied at all,stayed same
2006,male,middle class,not satisfied at all,worse
2006,male,working class,not satisfied at all,worse
2006,male,working class,more or less satisfied,better
2006,male,middle class,more or less satisfied,worse
2006,female,working class,more or less satisfied,stayed same
2006,male,lower class,not satisfied at all,better
2006,female,working class,pretty well satisfied,stayed same
2006,female,working class,more or less satisfied,better
2006,male,lower class,not satisfied at all,worse
2006,male,middle class,pretty well satisfied,stayed same
2006,female,working class,more or less satisfied,stayed same
2006,male,working class,more or less satisfied,better
2006,male,working class,pretty well satisfied,worse
2006,male,working class,more or less satisfied,better
2006,male,working class,more or less satisfied,stayed same
2006,female,working class,pretty well satisfied,stayed same
2006,male,working class,pretty well satisfied,better
2006,male,working class,pretty well satisfied,better
2006,male,working class,more or less satisfied,worse
2006,male,middle class,pretty well satisfied,better
2006,female,working class,more or less satisfied,stayed same
2006,female,working class,pretty well satisfied,better
2006,male,working class,not satisfied at all,worse
2006,female,middle class,pretty well satisfied,better
2006,male,working class,pretty well satisfied,better
2006,male,working class,more or less satisfied,worse
2006,female,working class,more or less satisfied,stayed same
2006,male,working class,more or less satisfied,worse
2006,male,working class,pretty well satisfied,stayed same
2006,female,middle class,pretty well satisfied,better
2006,male,working class,more or less satisfied,better
2006,female,lower class,not satisfied at all,stayed same
2006,female,working class,pretty well satisfied,stayed same
2006,female,working class,not satisfied at all,worse
2006,female,working class,pretty well satisfied,stayed same
2006,male,lower class,not satisfied at all,worse
2006,female,lower class,not satisfied at all,worse
2006,female,middle class,more or less satisfied,better
2006,male,working class,more or less satisfied,better
2006,male,middle class,more or less satisfied,stayed same
2006,male,working class,more or less satisfied,stayed same
2006,male,middle class,pretty well satisfied,better
2006,male,working class,more or less satisfied,stayed same
2006,female,middle class,pretty well satisfied,stayed same
2006,female,working class,not satisfied at all,stayed same
2006,male,middle class,pretty well satisfied,better
2006,male,working class,pretty well satisfied,better
2006,female,working class,more or less satisfied,better
2006,male,lower class,not satisfied at all,worse
2006,male,working class,more or less satisfied,stayed same
2006,female,lower class,not satisfied at all,worse
2006,female,working class,not satisfied at all,worse
2006,female,upper class,pretty well satisfied,better
2006,female,working class,not satisfied at all,better
2006,male,working class,more or less satisfied,stayed same
2006,female,lower class,not satisfied at all,better
2006,male,middle class,pretty well satisfied,better
2006,female,middle class,more or less satisfied,better
2006,male,working class,more or less satisfied,stayed same
2006,male,working class,not satisfied at all,stayed same
2006,male,lower class,more or less satisfied,stayed same
2006,male,middle class,not satisfied at all,stayed same
2006,female,lower class,not satisfied at all,worse
2006,male,working class,not satisfied at all,worse
2006,male,middle class,more or less satisfied,better
2006,female,working class,not satisfied at all,stayed same
2006,female,working class,more or less satisfied,better
2006,female,working class,more or less satisfied,better
2006,male,lower class,not satisfied at all,stayed same
2006,female,middle class,not satisfied at all,better
2006,female,working class,not satisfied at all,stayed same
2006,female,middle class,pretty well satisfied,better
2006,female,middle class,not satisfied at all,stayed same
2006,male,working class,not satisfied at all,worse
2006,female,working class,more or less satisfied,better
2006,male,lower class,not satisfied at all,worse
2006,male,working class,more or less satisfied,better
2006,female,middle class,pretty well satisfied,stayed same
2006,male,working class,pretty well satisfied,stayed same
2006,male,working class,not satisfied at all,worse
2006,male,working class,pretty well satisfied,stayed same
2006,male,working class,pretty well satisfied,stayed same
2006,male,middle class,pretty well satisfied,better
2006,female,working class,more or less satisfied,stayed same
2006,female,lower class,more or less satisfied,stayed same
2006,female,working class,more or less satisfied,better
2006,male,middle class,pretty well satisfied,better
2006,female,working class,more or less satisfied,worse
2006,female,lower class,not satisfied at all,stayed same
2006,female,lower class,not satisfied at all,worse
2006,female,middle class,more or less satisfied,stayed same
2006,female,middle class,pretty well satisfied,better
2006,female,working class,more or less satisfied,stayed same
2006,male,working class,more or less satisfied,worse
2006,female,working class,not satisfied at all,worse
2006,male,working class,more or less satisfied,better
2006,female,middle class,pretty well satisfied,stayed same
2006,male,working class,more or less satisfied,stayed same
2006,male,lower class,not satisfied at all,stayed same
2006,male,working class,more or less satisfied,better
2006,female,working class,more or less satisfied,stayed same
2006,male,middle class,more or less satisfied,better
2006,female,middle class,more or less satisfied,stayed same
2006,female,working class,pretty well satisfied,better
2006,female,middle class,pretty well satisfied,stayed same
2006,male,working class,not satisfied at all,worse
2006,male,middle class,more or less satisfied,better
2006,female,lower class,pretty well satisfied,stayed same
2006,male,middle class,more or less satisfied,stayed same
2006,male,lower class,not satisfied at all,stayed same
2006,female,middle class,pretty well satisfied,better
2006,female,middle class,pretty well satisfied,stayed same
2006,female,middle class,pretty well satisfied,better
2006,female,working class,more or less satisfied,better
2006,male,working class,more or less satisfied,stayed same
2006,male,middle class,pretty well satisfied,better
2006,male,working class,not satisfied at all,worse
2006,female,working class,more or less satisfied,better
2006,male,middle class,more or less satisfied,better
2006,male,middle class,more or less satisfied,stayed same
2006,male,middle class,not satisfied at all,worse
2006,female,working class,more or less satisfied,stayed same
2006,female,working class,more or less satisfied,worse
2006,female,working class,not satisfied at all,worse
2006,female,working class,not satisfied at all,worse
2006,female,working class,not satisfied at all,worse
2006,female,working class,more or less satisfied,stayed same
2006,male,working class,more or less satisfied,better
2006,female,working class,more or less satisfied,better
2006,female,lower class,pretty well satisfied,stayed same
2006,male,working class,more or less satisfied,worse
2006,female,middle class,pretty well satisfied,stayed same
2006,male,working class,not satisfied at all,worse
2006,female,working class,pretty well satisfied,better
2006,female,working class,not satisfied at all,worse
2006,female,working class,more or less satisfied,stayed same
2006,female,working class,not satisfied at all,better
2006,male,middle class,more or less satisfied,better
2006,female,middle class,not satisfied at all,stayed same
2006,female,working class,more or less satisfied,stayed same
2006,female,working class,not satisfied at all,better
2006,female,working class,more or less satisfied,stayed same
2006,female,middle class,more or less satisfied,stayed same
2006,male,working class,more or less satisfied,stayed same
2006,male,working class,not satisfied at all,better
2006,male,working class,more or less satisfied,better
2006,female,middle class,pretty well satisfied,stayed same
2006,female,middle class,more or less satisfied,better
2006,female,working class,more or less satisfied,stayed same
2006,female,middle class,pretty well satisfied,better
2006,female,working class,not satisfied at all,better
2006,male,working class,pretty well satisfied,stayed same
2006,female,middle class,more or less satisfied,stayed same
2006,male,middle class,not satisfied at all,stayed same
2006,female,working class,not satisfied at all,better
2006,female,working class,not satisfied at all,stayed same
2006,female,upper class,more or less satisfied,worse
2006,female,working class,more or less satisfied,better
2006,male,lower class,more or less satisfied,stayed same
2006,male,middle class,pretty well satisfied,better
2006,male,middle class,pretty well satisfied,better
2006,female,working class,more or less satisfied,worse
2006,female,middle class,more or less satisfied,worse
2006,male,working class,more or less satisfied,better
2006,male,middle class,more or less satisfied,worse
2006,female,middle class,more or less satisfied,stayed same
2006,female,middle class,more or less satisfied,stayed same
2006,male,middle class,pretty well satisfied,better
2006,male,working class,not satisfied at all,stayed same
2006,male,middle class,pretty well satisfied,stayed same
2006,female,middle class,not satisfied at all,worse
2006,female,working class,not satisfied at all,worse
2006,male,middle class,more or less satisfied,stayed same
2006,female,working class,not satisfied at all,stayed same
2006,male,working class,not satisfied at all,worse
2006,female,middle class,pretty well satisfied,better
2006,female,middle class,more or less satisfied,worse
2006,female,middle class,not satisfied at all,stayed same
2006,male,working class,more or less satisfied,better
2006,female,working class,not satisfied at all,stayed same
2006,female,working class,more or less satisfied,better
2006,female,middle class,pretty well satisfied,better
2006,female,working class,not satisfied at all,worse
2006,male,middle class,more or less satisfied,better
2006,male,working class,more or less satisfied,worse
2006,male,lower class,pretty well satisfied,stayed same
2006,female,working class,more or less satisfied,stayed same
2006,female,working class,more or less satisfied,better
2006,female,middle class,pretty well satisfied,stayed same
2006,female,working class,not satisfied at all,worse
2006,male,middle class,more or less satisfied,better
2006,male,working class,not satisfied at all,better
2006,male,working class,pretty well satisfied,better
2006,male,working class,more or less satisfied,worse
2006,male,middle class,more or less satisfied,worse
2006,female,working class,not satisfied at all,stayed same
2006,female,working class,not satisfied at all,worse
2006,female,working class,not satisfied at all,worse
2006,female,working class,not satisfied at all,better
2006,male,working class,more or less satisfied,stayed same
2006,male,middle class,more or less satisfied,stayed same
2006,female,working class,pretty well satisfied,stayed same
2006,female,working class,more or less satisfied,better
2006,male,middle class,more or less satisfied,better
2006,female,middle class,not satisfied at all,stayed same
2006,female,middle class,pretty well satisfied,worse
2006,female,working class,not satisfied at all,better
2006,male,middle class,more or less satisfied,worse
2006,male,middle class,pretty well satisfied,better
2006,female,middle class,pretty well satisfied,better
2006,female,middle class,pretty well satisfied,better
2006,male,middle class,more or less satisfied,stayed same
2006,female,lower class,more or less satisfied,stayed same
2006,female,working class,not satisfied at all,stayed same
2006,male,upper class,pretty well satisfied,better
2006,female,middle class,not satisfied at all,stayed same
2006,female,working class,more or less satisfied,stayed same
2006,male,working class,not satisfied at all,worse
2008,male,middle class,not satisfied at all,worse
2008,male,working class,more or less satisfied,better
2008,male,working class,more or less satisfied,stayed same
2008,male,working class,not satisfied at all,worse
2008,female,working class,more or less satisfied,better
2008,male,middle class,more or less satisfied,stayed same
2008,female,upper class,pretty well satisfied,better
2008,female,lower class,pretty well satisfied,stayed same
2008,female,working class,not satisfied at all,worse
2008,female,working class,more or less satisfied,stayed same
2008,male,middle class,pretty well satisfied,better
2008,male,middle class,more or less satisfied,stayed same
2008,female,lower class,not satisfied at all,worse
2008,male,middle class,pretty well satisfied,stayed same
2008,female,working class,more or less satisfied,stayed same
2008,female,lower class,not satisfied at all,stayed same
2008,male,working class,more or less satisfied,better
2008,female,working class,more or less satisfied,stayed same
2008,male,middle class,pretty well satisfied,stayed same
2008,male,working class,not satisfied at all,worse
2008,male,middle class,pretty well satisfied,stayed same
2008,female,middle class,more or less satisfied,worse
2008,female,middle class,more or less satisfied,better
2008,female,working class,more or less satisfied,worse
2008,female,middle class,not satisfied at all,stayed same
2008,female,working class,more or less satisfied,worse
2008,male,working class,more or less satisfied,better
2008,male,middle class,pretty well satisfied,better
2008,male,working class,not satisfied at all,better
2008,male,middle class,pretty well satisfied,better
2008,female,middle class,more or less satisfied,stayed same
2008,female,working class,pretty well satisfied,stayed same
2008,male,working class,more or less satisfied,stayed same
2008,male,working class,not satisfied at all,worse
2008,female,middle class,pretty well satisfied,better
2008,female,working class,more or less satisfied,stayed same
2008,female,middle class,more or less satisfied,stayed same
2008,female,middle class,pretty well satisfied,stayed same
2008,female,middle class,more or less satisfied,stayed same
2008,female,working class,more or less satisfied,stayed same
2008,female,middle class,more or less satisfied,stayed same
2008,female,working class,pretty well satisfied,better
2008,female,working class,more or less satisfied,stayed same
2008,female,lower class,more or less satisfied,stayed same
2008,male,middle class,more or less satisfied,stayed same
2008,female,middle class,more or less satisfied,better
2008,female,middle class,more or less satisfied,stayed same
2008,female,working class,not satisfied at all,worse
2008,male,middle class,pretty well satisfied,better
2008,female,middle class,more or less satisfied,worse
2008,female,upper class,more or less satisfied,better
2008,female,upper class,pretty well satisfied,stayed same
2008,male,middle class,more or less satisfied,better
2008,female,working class,more or less satisfied,stayed same
2008,male,working class,not satisfied at all,stayed same
2008,male,middle class,pretty well satisfied,better
2008,male,lower class,not satisfied at all,stayed same
2008,female,working class,not satisfied at all,worse
2008,male,working class,not satisfied at all,worse
2008,male,middle class,not satisfied at all,better
2008,male,upper class,pretty well satisfied,better
2008,male,working class,not satisfied at all,better
2008,male,working class,not satisfied at all,worse
2008,female,middle class,more or less satisfied,stayed same
2008,male,lower class,not satisfied at all,worse
2008,male,working class,more or less satisfied,stayed same
2008,female,middle class,pretty well satisfied,stayed same
2008,male,middle class,more or less satisfied,better
2008,female,middle class,more or less satisfied,better
2008,female,lower class,not satisfied at all,worse
2008,male,working class,not satisfied at all,worse
2008,female,upper class,more or less satisfied,better
2008,male,lower class,not satisfied at all,worse
2008,female,middle class,more or less satisfied,worse
2008,female,middle class,pretty well satisfied,stayed same
2008,male,middle class,pretty well satisfied,worse
2008,female,working class,not satisfied at all,better
2008,female,working class,not satisfied at all,better
2008,female,working class,more or less satisfied,stayed same
2008,male,middle class,more or less satisfied,stayed same
2008,female,middle class,pretty well satisfied,stayed same
2008,male,middle class,more or less satisfied,better
2008,female,middle class,pretty well satisfied,stayed same
2008,male,middle class,not satisfied at all,worse
2008,female,middle class,more or less satisfied,stayed same
2008,male,middle class,pretty well satisfied,better
2008,male,working class,more or less satisfied,stayed same
2008,male,working class,pretty well satisfied,better
2008,male,upper class,pretty well satisfied,better
2008,male,working class,not satisfied at all,stayed same
2008,female,middle class,pretty well satisfied,stayed same
2008,female,working class,not satisfied at all,stayed same
2008,male,middle class,not satisfied at all,worse
2008,male,middle class,pretty well satisfied,worse
2008,female,middle class,not satisfied at all,worse
2008,female,middle class,more or less satisfied,stayed same
2008,female,lower class,not satisfied at all,worse
2008,male,working class,not satisfied at all,stayed same
2008,female,working class,pretty well satisfied,better
2008,female,middle class,more or less satisfied,better
2008,female,lower class,not satisfied at all,worse
2008,female,working class,not satisfied at all,worse
2008,male,working class,more or less satisfied,stayed same
2008,male,middle class,more or less satisfied,stayed same
2008,female,lower class,not satisfied at all,stayed same
2008,male,working class,more or less satisfied,stayed same
2008,female,working class,more or less satisfied,better
2008,male,middle class,not satisfied at all,stayed same
2008,female,middle class,more or less satisfied,stayed same
2008,male,upper class,pretty well satisfied,worse
