year,sex,class,satfin,finalter
1988,male,working class,more or less satisfied,better
1988,female,middle class,more or less satisfied,better
1988,male,working class,not satisfied at all,better
1988,female,working class,more or less satisfied,better
1988,female,middle class,not satisfied at all,better
1988,female,middle class,pretty well satisfied,better
1988,female,middle class,more or less satisfied,better
1988,male,working class,more or less satisfied,worse
1988,male,working class,more or less satisfied,stayed same
1988,female,middle class,pretty well satisfied,stayed same
1988,female,middle class,more or less satisfied,better
1988,female,working class,not satisfied at all,stayed same
1988,male,middle class,not satisfied at all,stayed same
1988,female,middle class,more or less satisfied,stayed same
1988,female,working class,pretty well satisfied,stayed same
1988,male,middle class,more or less satisfied,worse
1988,male,working class,more or less satisfied,stayed same
1988,female,working class,not satisfied at all,worse
1988,female,working class,pretty well satisfied,stayed same
1988,female,working class,more or less satisfied,better
1988,female,middle class,more or less satisfied,better
1988,male,working class,more or less satisfied,stayed same
1988,male,lower class,not satisfied at all,worse
1988,female,working class,pretty well satisfied,better
1988,female,middle class,more or less satisfied,worse
1988,female,middle class,pretty well satisfied,better
1988,male,working class,more or less satisfied,better
1988,female,middle class,more or less satisfied,better
1988,female,middle class,not satisfied at all,stayed same
1988,male,working class,not satisfied at all,better
1988,male,middle class,more or less satisfied,stayed same
1988,female,working class,not satisfied at all,worse
1988,female,working class,more or less satisfied,stayed same
1988,female,middle class,pretty well satisfied,stayed same
1988,female,lower class,more or less satisfied,stayed same
1988,female,middle class,not satisfied at all,worse
1988,female,middle class,pretty well satisfied,stayed same
1988,female,middle class,pretty well satisfied,worse
1988,female,middle class,more or less satisfied,stayed same
1988,male,working class,more or less satisfied,better
1988,male,working class,more or less satisfied,stayed same
1988,male,middle class,pretty well satisfied,better
1988,male,middle class,more or less satisfied,better
1988,male,working class,not satisfied at all,worse
1988,male,working class,more or less satisfied,stayed same
1988,female,working class,pretty well satisfied,worse
1988,female,middle class,pretty well satisfied,stayed same
1988,female,middle class,pretty well satisfied,better
1988,female,middle class,more or less satisfied,stayed same
1988,female,middle class,more or less satisfied,stayed same
1988,male,middle class,pretty well satisfied,better
1988,male,working class,pretty well satisfied,stayed same
1988,female,working class,more or less satisfied,better
1988,female,working class,pretty well satisfied,stayed same
1988,female,working class,more or less satisfied,better
1988,male,working class,not satisfied at all,worse
1988,male,working class,more or less satisfied,stayed same
1988,female,working class,more or less satisfied,better
1988,female,middle class,pretty well satisfied,stayed same
1988,female,working class,more or less satisfied,worse
1988,female,middle class,,
1988,female,working class,not satisfied at all,worse
1988,female,lower class,not satisfied at all,worse
1988,female,middle class,pretty well satisfied,stayed same
1988,male,middle class,more or less satisfied,stayed same
1988,female,middle class,more or less satisfied,stayed same
1988,female,middle class,pretty well satisfied,better
1988,female,working class,not satisfied at all,worse
1988,male,working class,not satisfied at all,stayed same
1988,female,middle class,more or less satisfied,stayed same
1988,male,lower class,pretty well satisfied,stayed same
1988,female,middle class,pretty well satisfied,better
1988,male,middle class,more or less satisfied,better
1988,female,middle class,not satisfied at all,
1988,female,middle class,pretty well satisfied,better
1988,female,middle class,more or less satisfied,stayed same
1988,male,working class,more or less satisfied,better
1988,male,working class,more or less satisfied,stayed same
1988,male,working class,not satisfied at all,worse
1988,male,working class,not satisfied at all,worse
1988,female,middle class,pretty well satisfied,stayed same
1988,male,middle class,more or less satisfied,better
1988,male,working class,pretty well satisfied,better
1988,male,middle class,pretty well satisfied,stayed same
1988,female,middle class,pretty well satisfied,stayed same
1988,female,working class,not satisfied at all,worse
1988,female,middle class,more or less satisfied,stayed same
1988,female,middle class,more or less satisfied,better
1988,male,working class,more or less satisfied,worse
1988,male,working class,more or less satisfied,better
1988,female,middle class,more or less satisfied,stayed same
1988,female,middle class,pretty well satisfied,stayed same
1988,female,working class,more or less satisfied,worse
1988,female,lower class,more or less satisfied,better
1988,female,middle class,pretty well satisfied,worse
1988,female,working class,more or less satisfied,better
1988,female,middle class,pretty well satisfied,stayed same
1988,female,upper class,pretty well satisfied,stayed same
1988,female,middle class,more or less satisfied,better
1988,male,lower class,more or less satisfied,stayed same
1988,female,working class,pretty well satisfied,stayed same
1988,female,middle class,more or less satisfied,stayed same
1988,female,middle class,pretty well satisfied,worse
1988,female,working class,pretty well satisfied,better
1988,female,working class,more or less satisfied,better
1988,female,working class,more or less satisfied,better
1988,male,working class,pretty well satisfied,worse
1988,female,working class,pretty well satisfied,better
1988,male,middle class,more or less satisfied,better
1988,female,middle class,pretty well satisfied,stayed same
1988,male,middle class,pretty well satisfied,better
1988,male,working class,not satisfied at all,stayed same
1988,male,middle class,pretty well satisfied,stayed same
1988,female,working class,more or less satisfied,worse
1988,female,working class,not satisfied at all,stayed same
1988,male,working class,not satisfied at all,better
1988,male,middle class,more or less satisfied,better
1988,female,working class,not satisfied at all,better
1988,female,middle class,pretty well satisfied,stayed same
1988,male,working class,not satisfied at all,stayed same
1988,male,working class,pretty well satisfied,better
1988,female,middle class,more or less satisfied,stayed same
1988,female,middle class,more or less satisfied,stayed same
1988,male,working class,more or less satisfied,better
1988,male,middle class,pretty well satisfied,better
1988,female,lower class,not satisfied at all,worse
1988,female,middle class,more or less satisfied,worse
1988,female,working class,pretty well satisfied,stayed same
1988,male,working class,pretty well satisfied,stayed same
1988,female,working class,more or less satisfied,worse
1988,female,middle class,pretty well satisfied,stayed same
1988,male,working class,not satisfied at all,worse
1988,male,working class,more or less satisfied,stayed same
1988,female,working class,not satisfied at all,worse
1988,male,working class,more or less satisfied,worse
1988,female,working class,pretty well satisfied,better
1988,male,working class,more or less satisfied,better
1988,female,working class,not satisfied at all,worse
1988,female,working class,not satisfied at all,stayed same
1988,female,working class,more or less satisfied,worse
1988,male,working class,more or less satisfied,stayed same
1988,female,middle class,pretty well satisfied,better
1988,female,middle class,pretty well satisfied,stayed same
1988,male,working class,more or less satisfied,stayed same
1988,female,upper class,more or less satisfied,worse
1988,female,working class,not satisfied at all,worse
1988,female,middle class,pretty well satisfied,stayed same
1988,female,middle class,more or less satisfied,stayed same
1988,male,middle class,more or less satisfied,better
1988,male,working class,not satisfied at all,better
1988,male,working class,not satisfied at all,stayed same
1988,female,middle class,pretty well satisfied,stayed same
1988,male,middle class,more or less satisfied,stayed same
1988,male,working class,more or less satisfied,stayed same
1988,female,working class,more or less satisfied,better
1988,female,working class,pretty well satisfied,stayed same
1988,male,working class,pretty well satisfied,better
1988,female,working class,pretty well satisfied,better
1988,male,working class,more or less satisfied,worse
1988,female,lower class,more or less satisfied,stayed same
1988,female,working class,more or less satisfied,stayed same
1988,female,lower class,not satisfied at all,worse
1988,male,working class,pretty well satisfied,stayed same
1988,female,working class,more or less satisfied,stayed same
1988,male,working class,more or less satisfied,better
1988,male,middle class,not satisfied at all,better
1988,male,working class,pretty well satisfied,stayed same
1988,male,working class,not satisfied at all,stayed same
1988,male,working class,more or less satisfied,better
1988,female,middle class,not satisfied at all,better
1988,female,middle class,pretty well satisfied,better
1988,male,middle class,more or less satisfied,better
1988,male,working class,not satisfied at all,worse
1988,female,middle class,pretty well satisfied,better
1988,female,middle class,more or less satisfied,stayed same
1988,female,middle class,more or less satisfied,worse
1988,female,middle class,pretty well satisfied,better
1988,female,working class,not satisfied at all,better
1988,female,working class,more or less satisfied,better
1988,male,middle class,pretty well satisfied,stayed same
1988,male,working class,not satisfied at all,better
1988,male,working class,more or less satisfied,better
1988,male,middle class,more or less satisfied,better
1988,male,working class,not satisfied at all,worse
1988,female,working class,not satisfied at all,stayed same
1988,male,working class,not satisfied at all,stayed same
1988,female,,more or less satisfied,stayed same
1988,female,lower class,not satisfied at all,stayed same
1988,female,middle class,more or less satisfied,worse
1988,male,lower class,not satisfied at all,worse
1988,female,lower class,more or less satisfied,worse
1988,male,working class,pretty well satisfied,worse
1988,female,middle class,pretty well satisfied,stayed same
1988,female,middle class,more or less satisfied,better
1988,male,middle class,more or less satisfied,stayed same
1988,male,working class,more or less satisfied,worse
1988,female,middle class,more or less satisfied,better
1988,male,working class,not satisfied at all,stayed same
1988,male,working class,not satisfied at all,worse
1988,female,middle class,pretty well satisfied,better
1988,male,middle class,more or less satisfied,worse
1988,male,lower class,more or less satisfied,stayed same
1988,female,working class,more or less satisfied,stayed same
1988,female,working class,more or less satisfied,stayed same
1988,male,working class,pretty well satisfied,better
1988,male,working class,more or less satisfied,stayed same
1988,female,middle class,not satisfied at all,better
1988,female,middle class,pretty well satisfied,stayed same
1988,female,working class,not satisfied at all,stayed same
1988,male,middle class,pretty well satisfied,stayed same
1988,male,middle class,not satisfied at all,worse
1988,female,middle class,not satisfied at all,better
1988,female,middle class,pretty well satisfied,stayed same
1988,male,working class,more or less satisfied,better
1988,female,working class,pretty well satisfied,better
1988,female,working class,more or less satisfied,worse
1988,male,working class,more or less satisfied,stayed same
1988,male,middle class,not satisfied at all,stayed same
1988,male,working class,pretty well satisfied,better
1988,female,working class,pretty well satisfied,better
1988,male,middle class,more or less satisfied,better
1988,male,working class,not satisfied at all,stayed same
1988,male,middle class,more or less satisfied,stayed same
1988,female,middle class,pretty well satisfied,better
1988,female,working class,more or less satisfied,stayed same
1988,female,middle class,more or less satisfied,stayed same
1988,female,working class,pretty well satisfied,stayed same
1988,female,working class,more or less satisfied,stayed same
1988,female,working class,pretty well satisfied,better
1988,female,working class,more or less satisfied,better
1988,male,working class,more or less satisfied,stayed same
1988,male,middle class,more or less satisfied,better
1988,female,middle class,pretty well satisfied,stayed same
1988,female,middle class,pretty well satisfied,stayed same
1988,male,lower class,not satisfied at all,worse
1988,female,lower class,more or less satisfied,stayed same
1988,male,middle class,more or less satisfied,stayed same
1988,female,working class,pretty well satisfied,stayed same
1988,male,working class,pretty well satisfied,stayed same
1988,male,working class,pretty well satisfied,better
1988,female,working class,more or less satisfied,better
1988,male,working class,not satisfied at all,worse
1988,male,middle class,more or less satisfied,stayed same
1988,male,working class,not satisfied at all,better
1988,male,working class,more or less satisfied,stayed same
1988,female,working class,pretty well satisfied,stayed same
1988,male,working class,more or less satisfied,stayed same
1988,male,working class,more or less satisfied,better
1988,female,working class,more or less satisfied,better
1988,male,working class,pretty well satisfied,better
1988,male,middle class,not satisfied at all,worse
1988,female,lower class,not satisfied at all,better
1988,male,working class,pretty well satisfied,better
1988,female,middle class,not satisfied at all,worse
1988,female,middle class,more or less satisfied,better
1988,female,middle class,more or less satisfied,stayed same
1988,female,working class,more or less satisfied,better
1988,female,middle class,pretty well satisfied,stayed same
1988,male,middle class,pretty well satisfied,better
1988,male,working class,not satisfied at all,worse
1988,male,working class,more or less satisfied,better
1988,female,working class,not satisfied at all,worse
1988,male,working class,not satisfied at all,worse
1988,female,working class,not satisfied at all,worse
1988,male,working class,more or less satisfied,worse
1988,male,working class,more or less satisfied,stayed same
1988,female,middle class,pretty well satisfied,stayed same
1988,female,working class,not satisfied at all,stayed same
1988,male,working class,pretty well satisfied,stayed same
1988,female,middle class,more or less satisfied,stayed same
1988,female,middle class,more or less satisfied,stayed same
1988,male,middle class,not satisfied at all,stayed same
1988,male,middle class,more or less satisfied,stayed same
1988,female,middle class,not satisfied at all,worse
1988,female,working class,more or less satisfied,better
1988,male,working class,more or less satisfied,better
1988,male,middle class,more or less satisfied,better
1988,male,working class,more or less satisfied,better
1988,female,middle class,not satisfied at all,
1988,female,working class,more or less satisfied,better
1988,female,lower class,not satisfied at all,worse
1988,male,lower class,not satisfied at all,better
1988,female,middle class,more or less satisfied,worse
1988,male,lower class,pretty well satisfied,better
1988,male,middle class,more or less satisfied,better
1988,male,upper class,pretty well satisfied,better
1988,male,middle class,pretty well satisfied,stayed same
1988,male,middle class,not satisfied at all,stayed same
1988,female,working class,pretty well satisfied,worse
1988,male,middle class,more or less satisfied,stayed same
1988,male,middle class,more or less satisfied,stayed same
1988,male,middle class,not satisfied at all,worse
1988,male,lower class,more or less satisfied,worse
1988,male,middle class,pretty well satisfied,better
1988,male,middle class,pretty well satisfied,better
1988,male,middle class,more or less satisfied,worse
1988,male,middle class,not satisfied at all,worse
1988,female,middle class,pretty well satisfied,better
1988,male,working class,more or less satisfied,better
1988,male,working class,more or less satisfied,stayed same
1988,female,middle class,more or less satisfied,stayed same
1988,male,working class,more or less satisfied,better
1988,male,middle class,pretty well satisfied,better
1988,female,middle class,more or less satisfied,worse
1988,male,working class,pretty well satisfied,better
1988,male,working class,pretty well satisfied,worse
1988,male,working class,pretty well satisfied,stayed same
1988,female,working class,more or less satisfied,better
1988,female,working class,more or less satisfied,stayed same
1988,female,middle class,more or less satisfied,stayed same
1988,female,working class,pretty well satisfied,stayed same
1988,male,working class,more or less satisfied,stayed same
1988,male,lower class,more or less satisfied,stayed same
1988,female,middle class,pretty well satisfied,better
1988,female,working class,not satisfied at all,stayed same
1988,male,working class,pretty well satisfied,stayed same
1988,male,working class,more or less satisfied,better
1988,female,middle class,more or less satisfied,stayed same
1988,female,working class,pretty well satisfied,better
1988,male,working class,more or less satisfied,better
1988,female,middle class,pretty well satisfied,better
1988,male,middle class,pretty well satisfied,better
1988,male,middle class,not satisfied at all,stayed same
1988,female,working class,not satisfied at all,worse
1988,female,middle class,more or less satisfied,better
1988,female,middle class,more or less satisfied,stayed same
1988,male,working class,pretty well satisfied,better
1988,male,middle class,pretty well satisfied,better
1988,female,working class,not satisfied at all,stayed same
1988,female,middle class,more or less satisfied,stayed same
1988,female,middle class,more or less satisfied,stayed same
1988,female,working class,not satisfied at all,stayed same
1988,male,working class,not satisfied at all,stayed same
1988,male,middle class,not satisfied at all,worse
1988,female,working class,not satisfied at all,worse
1988,female,lower class,not satisfied at all,worse
1988,male,working class,not satisfied at all,stayed same
1988,female,middle class,more or less satisfied,worse
1988,male,lower class,more or less satisfied,stayed same
1988,female,middle class,not satisfied at all,better
1988,female,middle class,pretty well satisfied,stayed same
1988,male,working class,more or less satisfied,stayed same
1988,female,lower class,more or less satisfied,stayed same
1988,female,lower class,not satisfied at all,worse
1988,female,working class,more or less satisfied,better
1988,female,working class,not satisfied at all,worse
1988,female,working class,not satisfied at all,stayed same
1988,male,working class,more or less satisfied,stayed same
1988,female,lower class,more or less satisfied,stayed same
1988,female,middle class,not satisfied at all,stayed same
1988,female,working class,not satisfied at all,stayed same
1988,female,lower class,more or less satisfied,stayed same
1988,female,middle class,more or less satisfied,stayed same
1988,female,working class,not satisfied at all,worse
1988,female,lower class,more or less satisfied,stayed same
1988,female,lower class,pretty well satisfied,stayed same
1988,female,working class,pretty well satisfied,better
1988,female,working class,more or less satisfied,stayed same
1988,female,middle class,not satisfied at all,worse
1988,male,working class,more or less satisfied,stayed same
1988,female,working class,more or less satisfied,better
1988,male,middle class,pretty well satisfied,better
1988,male,middle class,pretty well satisfied,better
1988,female,working class,pretty well satisfied,better
1988,female,middle class,pretty well satisfied,better
1988,male,working class,more or less satisfied,stayed same
1988,female,working class,not satisfied at all,worse
1988,male,middle class,more or less satisfied,better
1988,male,middle class,more or less satisfied,better
1988,female,working class,not satisfied at all,worse
1988,female,middle class,more or less satisfied,worse
1989,male,upper class,pretty well satisfied,better
1989,male,working class,not satisfied at all,worse
1989,male,middle class,more or less satisfied,stayed same
1989,male,working class,pretty well satisfied,better
1989,male,upper class,pretty well satisfied,better
1989,female,working class,not satisfied at all,worse
1989,male,middle class,not satisfied at all,worse
1989,female,working class,more or less satisfied,stayed same
1989,male,working class,more or less satisfied,stayed same
1989,male,working class,more or less satisfied,stayed same
1989,female,middle class,not satisfied at all,stayed same
1989,female,middle class,more or less satisfied,stayed same
1989,male,working class,more or less satisfied,stayed same
1989,female,middle class,more or less satisfied,stayed same
1989,female,middle class,more or less satisfied,stayed same
1989,female,middle class,not satisfied at all,worse
1989,female,working class,pretty well satisfied,better
1989,female,working class,not satisfied at all,stayed same
1989,female,working class,not satisfied at all,worse
1989,female,working class,more or less satisfied,better
1989,female,working class,more or less satisfied,better
1989,male,middle class,not satisfied at all,better
1989,female,working class,not satisfied at all,stayed same
1989,male,middle class,more or less satisfied,stayed same
1989,male,middle class,pretty well satisfied,better
1989,female,middle class,pretty well satisfied,stayed same
1989,female,middle class,more or less satisfied,stayed same
1989,male,middle class,pretty well satisfied,stayed same
1989,female,middle class,not satisfied at all,stayed same
1989,male,working class,not satisfied at all,stayed same
1989,female,middle class,more or less satisfied,better
1989,female,working class,more or less satisfied,better
1989,female,upper class,pretty well satisfied,better
1989,female,middle class,pretty well satisfied,better
1989,female,working class,more or less satisfied,better
1989,male,upper class,more or less satisfied,better
1989,female,middle class,pretty well satisfied,better
1989,male,middle class,pretty well satisfied,stayed same
1989,male,working class,more or less satisfied,better
1989,female,middle class,more or less satisfied,better
1989,male,middle class,pretty well satisfied,better
1989,female,middle class,pretty well satisfied,better
1989,female,middle class,pretty well satisfied,better
1989,female,middle class,more or less satisfied,better
1989,female,middle class,more or less satisfied,worse
1989,male,working class,pretty well satisfied,better
1989,female,working class,not satisfied at all,worse
1989,female,working class,not satisfied at all,worse
1989,male,working class,more or less satisfied,better
1989,female,middle class,pretty well satisfied,stayed same
1989,male,middle class,more or less satisfied,better
1989,female,working class,more or less satisfied,stayed same
1989,female,working class,not satisfied at all,worse
1989,male,working class,more or less satisfied,worse
1989,female,working class,more or less satisfied,stayed same
1989,female,working class,not satisfied at all,worse
1989,female,middle class,not satisfied at all,worse
1989,female,middle class,pretty well satisfied,stayed same
1989,male,middle class,pretty well satisfied,stayed same
1989,male,middle class,pretty well satisfied,stayed same
1989,female,middle class,more or less satisfied,stayed same
1989,male,middle class,more or less satisfied,better
1989,female,middle class,more or less satisfied,stayed same
1989,male,middle class,not satisfied at all,worse
1989,male,working class,more or less satisfied,stayed same
1989,female,working class,not satisfied at all,stayed same
1989,female,middle class,more or less satisfied,stayed same
1989,female,working class,not satisfied at all,better
1989,female,middle class,more or less satisfied,stayed same
1989,male,working class,not satisfied at all,better
1989,female,middle class,pretty well satisfied,
1989,female,lower class,more or less satisfied,stayed same
1989,female,middle class,more or less satisfied,stayed same
1989,female,working class,pretty well satisfied,better
1989,male,middle class,more or less satisfied,better
1989,female,middle class,more or less satisfied,stayed same
1989,female,lower class,pretty well satisfied,stayed same
1989,male,middle class,pretty well satisfied,better
1989,male,working class,more or less satisfied,better
1989,female,working class,not satisfied at all,better
1989,female,middle class,more or less satisfied,worse
1989,male,middle class,more or less satisfied,better
1989,female,middle class,more or less satisfied,stayed same
1989,male,middle class,not satisfied at all,stayed same
1989,female,middle class,more or less satisfied,stayed same
1989,female,working class,not satisfied at all,worse
1989,male,working class,pretty well satisfied,better
1989,male,lower class,not satisfied at all,stayed same
1989,female,middle class,pretty well satisfied,better
1989,female,lower class,not satisfied at all,worse
1989,male,middle class,more or less satisfied,stayed same
1989,female,middle class,more or less satisfied,better
1989,female,lower class,not satisfied at all,better
1989,female,middle class,pretty well satisfied,better
1989,female,lower class,not satisfied at all,stayed same
1989,male,middle class,not satisfied at all,better
1989,female,middle class,pretty well satisfied,better
1989,male,middle class,pretty well satisfied,stayed same
1989,male,middle class,more or less satisfied,stayed same
1989,female,working class,more or less satisfied,stayed same
1989,female,working class,more or less satisfied,better
1989,male,middle class,more or less satisfied,better
1989,male,working class,pretty well satisfied,better
1989,male,working class,pretty well satisfied,stayed same
1989,female,middle class,more or less satisfied,worse
1989,female,working class,not satisfied at all,better
1989,male,lower class,not satisfied at all,worse
1989,female,working class,,worse
1989,female,middle class,more or less satisfied,worse
1989,female,working class,pretty well satisfied,stayed same
1989,female,working class,not satisfied at all,worse
1989,female,working class,pretty well satisfied,stayed same
1989,female,working class,more or less satisfied,stayed same
1989,female,working class,pretty well satisfied,stayed same
1989,male,working class,not satisfied at all,better
1989,male,,pretty well satisfied,better
1989,male,middle class,not satisfied at all,stayed same
1989,male,middle class,more or less satisfied,stayed same
1989,male,middle class,more or less satisfied,better
1989,male,upper class,pretty well satisfied,better
1989,male,middle class,more or less satisfied,better
1989,male,upper class,pretty well satisfied,better
1989,female,working class,not satisfied at all,worse
1989,female,middle class,more or less satisfied,better
1989,male,middle class,more or less satisfied,stayed same
1989,female,middle class,not satisfied at all,worse
1989,male,middle class,pretty well satisfied,better
1989,female,working class,more or less satisfied,worse
1989,female,working class,not satisfied at all,stayed same
1989,male,working class,more or less satisfied,stayed same
1989,female,middle class,more or less satisfied,better
1989,female,middle class,pretty well satisfied,better
1989,female,working class,not satisfied at all,worse
1989,male,working class,more or less satisfied,stayed same
1989,female,lower class,not satisfied at all,better
1989,female,middle class,more or less satisfied,stayed same
1989,male,working class,pretty well satisfied,stayed same
1989,female,middle class,pretty well satisfied,better
1989,female,middle class,more or less satisfied,stayed same
1989,male,middle class,pretty well satisfied,stayed same
1989,female,middle class,more or less satisfied,stayed same
1989,female,middle class,more or less satisfied,stayed same
1989,male,working class,more or less satisfied,better
1989,female,working class,not satisfied at all,worse
1989,male,middle class,pretty well satisfied,better
1989,female,working class,more or less satisfied,stayed same
1989,female,lower class,not satisfied at all,worse
1989,female,middle class,pretty well satisfied,better
1989,male,middle class,more or less satisfied,better
1989,female,middle class,pretty well satisfied,better
1989,female,middle class,more or less satisfied,better
1989,female,middle class,pretty well satisfied,stayed same
1989,male,working class,more or less satisfied,better
1989,male,middle class,more or less satisfied,stayed same
1989,male,working class,more or less satisfied,stayed same
1989,female,working class,pretty well satisfied,worse
1989,male,middle class,pretty well satisfied,better
1989,male,working class,more or less satisfied,stayed same
1989,female,working class,more or less satisfied,better
1989,female,lower class,not satisfied at all,
1989,female,working class,pretty well satisfied,better
1989,female,working class,more or less satisfied,worse
1989,female,lower class,not satisfied at all,worse
1989,male,upper class,not satisfied at all,better
1989,female,working class,more or less satisfied,better
1989,female,working class,more or less satisfied,stayed same
1989,male,middle class,more or less satisfied,better
1989,female,middle class,more or less satisfied,
1989,female,upper class,more or less satisfied,stayed same
1989,male,middle class,pretty well satisfied,better
1989,male,middle class,more or less satisfied,stayed same
1989,female,middle class,more or less satisfied,worse
1989,female,middle class,more or less satisfied,better
1989,male,middle class,pretty well satisfied,better
1989,female,upper class,more or less satisfied,stayed same
1989,male,upper class,more or less satisfied,better
1989,male,middle class,not satisfied at all,better
1989,female,middle class,more or less satisfied,stayed same
1989,female,lower class,not satisfied at all,stayed same
1989,male,middle class,more or less satisfied,better
1989,female,working class,pretty well satisfied,
1989,male,middle class,not satisfied at all,stayed same
1989,female,middle class,pretty well satisfied,stayed same
1989,male,upper class,pretty well satisfied,better
1989,male,middle class,more or less satisfied,stayed same
1989,male,middle class,more or less satisfied,better
1989,female,upper class,pretty well satisfied,better
1989,female,middle class,pretty well satisfied,better
1989,female,middle class,pretty well satisfied,worse
1989,male,upper class,pretty well satisfied,better
1989,female,middle class,pretty well satisfied,stayed same
1989,male,working class,not satisfied at all,worse
1989,male,middle class,pretty well satisfied,better
1989,female,middle class,more or less satisfied,better
1989,male,middle class,not satisfied at all,better
1989,male,working class,pretty well satisfied,better
1989,female,working class,more or less satisfied,stayed same
1989,male,upper class,pretty well satisfied,better
1989,female,middle class,more or less satisfied,better
1989,male,middle class,more or less satisfied,better
1989,female,middle class,more or less satisfied,worse
1989,male,middle class,more or less satisfied,worse
1989,female,upper class,more or less satisfied,stayed same
1989,female,middle class,pretty well satisfied,better
1989,female,working class,more or less satisfied,better
1989,male,middle class,pretty well satisfied,stayed same
1989,male,working class,pretty well satisfied,better
1989,female,working class,not satisfied at all,stayed same
1989,female,middle class,pretty well satisfied,better
1989,male,middle class,more or less satisfied,better
1989,female,lower class,more or less satisfied,better
1989,male,middle class,not satisfied at all,worse
1989,female,working class,more or less satisfied,stayed same
1989,female,working class,more or less satisfied,stayed same
1989,female,working class,not satisfied at all,stayed same
1989,male,working class,not satisfied at all,stayed same
1989,female,middle class,pretty well satisfied,stayed same
1989,female,working class,more or less satisfied,better
1989,female,middle class,not satisfied at all,stayed same
1989,female,working class,more or less satisfied,worse
1989,male,working class,not satisfied at all,stayed same
1989,female,middle class,more or less satisfied,better
1989,male,middle class,pretty well satisfied,better
1989,female,middle class,pretty well satisfied,better
1989,female,working class,more or less satisfied,worse
1989,female,working class,more or less satisfied,stayed same
1989,female,middle class,not satisfied at all,worse
1989,male,working class,more or less satisfied,better
1989,male,middle class,more or less satisfied,better
1989,female,working class,not satisfied at all,worse
1989,female,middle class,more or less satisfied,better
1989,male,middle class,more or less satisfied,better
1989,female,working class,more or less satisfied,stayed same
1989,male,working class,not satisfied at all,worse
1989,female,working class,not satisfied at all,stayed same
1989,female,working class,pretty well satisfied,better
1989,male,working class,pretty well satisfied,stayed same
1989,male,lower class,not satisfied at all,worse
1989,male,middle class,more or less satisfied,stayed same
1989,female,middle class,more or less satisfied,stayed same
1989,female,middle class,more or less satisfied,better
1989,female,middle class,more or less satisfied,stayed same
1989,male,middle class,not satisfied at all,stayed same
1989,male,middle class,more or less satisfied,better
1989,female,working class,not satisfied at all,worse
1989,male,middle class,more or less satisfied,better
1989,male,working class,more or less satisfied,stayed same
1989,female,lower class,more or less satisfied,worse
1989,female,working class,not satisfied at all,stayed same
1989,female,middle class,pretty well satisfied,stayed same
1989,male,upper class,not satisfied at all,better
1989,female,working class,more or less satisfied,stayed same
1989,female,middle class,pretty well satisfied,stayed same
1989,female,middle class,not satisfied at all,stayed same
1989,female,working class,more or less satisfied,better
1989,male,lower class,not satisfied at all,worse
1989,male,working class,more or less satisfied,better
1989,female,middle class,not satisfied at all,better
1989,female,middle class,pretty well satisfied,better
1989,male,middle class,more or less satisfied,better
1989,female,middle class,more or less satisfied,stayed same
1989,male,working class,not satisfied at all,better
1989,female,middle class,pretty well satisfied,stayed same
1989,female,middle class,more or less satisfied,stayed same
1989,female,working class,pretty well satisfied,better
1989,female,middle class,not satisfied at all,better
1989,female,middle class,more or less satisfied,stayed same
1989,female,working class,not satisfied at all,better
1989,female,middle class,more or less satisfied,better
1989,female,middle class,more or less satisfied,worse
1989,male,working class,not satisfied at all,better
1989,female,upper class,pretty well satisfied,better
1989,female,middle class,more or less satisfied,better
1989,female,working class,pretty well satisfied,better
1989,female,middle class,not satisfied at all,better
1989,female,working class,more or less satisfied,worse
1989,female,working class,more or less satisfied,stayed same
1989,female,working class,more or less satisfied,stayed same
1989,male,working class,not satisfied at all,stayed same
1989,male,middle class,more or less satisfied,stayed same
1989,male,middle class,more or less satisfied,better
1989,male,middle class,not satisfied at all,better
1989,male,middle class,more or less satisfied,better
1989,female,lower class,not satisfied at all,worse
1989,female,middle class,pretty well satisfied,better
1989,female,middle class,more or less satisfied,stayed same
1989,male,middle class,pretty well satisfied,better
1989,male,middle class,more or less satisfied,better
1989,female,middle class,pretty well satisfied,stayed same
1989,female,upper class,pretty well satisfied,better
1989,female,working class,pretty well satisfied,stayed same
1989,female,middle class,pretty well satisfied,stayed same
1989,male,middle class,more or less satisfied,better
1989,female,middle class,pretty well satisfied,better
1989,female,middle class,pretty well satisfied,better
1989,male,middle class,more or less satisfied,stayed same
1989,female,working class,more or less satisfied,stayed same
1989,male,middle class,more or less satisfied,worse
1989,male,lower class,not satisfied at all,worse
1989,male,working class,not satisfied at all,worse
1989,female,middle class,more or less satisfied,stayed same
1989,female,lower class,not satisfied at all,worse
1989,female,lower class,more or less satisfied,worse
1989,male,working class,not satisfied at all,stayed same
1989,male,working class,not satisfied at all,worse
1989,female,working class,more or less satisfied,worse
1989,male,working class,pretty well satisfied,better
1989,female,middle class,more or less satisfied,stayed same
1989,male,middle class,more or less satisfied,stayed same
1989,male,working class,not satisfied at all,better
1989,female,middle class,pretty well satisfied,better
1989,female,middle class,pretty well satisfied,better
1989,male,middle class,pretty well satisfied,better
1989,female,middle class,not satisfied at all,worse
1989,female,middle class,pretty well satisfied,better
1989,male,middle class,pretty well satisfied,better
1989,male,working class,not satisfied at all,stayed same
1989,male,working class,pretty well satisfied,better
1989,male,working class,not satisfied at all,stayed same
1989,male,working class,pretty well satisfied,better
